SchoolDepartment,CourseTitle,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour,description,department_code,created_date,phone_number,email,Cluster
11,345,4,46,5,71,203,324,10,7,16,2129561774359,3,1
11,342,4,46,5,52,203,326,10,7,16,2129561774359,3,1
11,349,4,95,5,412,203,328,10,7,16,2129561774359,3,1
11,1143,4,141,5,179,203,330,10,7,16,2129561774359,3,1
11,405,4,130,5,347,203,331,10,7,16,2129561774359,3,1
11,344,4,141,5,50,203,333,10,7,16,2129561774359,3,1
11,1084,4,141,5,50,203,335,10,7,16,2129561774359,3,1
11,1272,4,141,5,50,203,336,10,7,16,2129561774359,3,1
11,1317,4,95,5,191,203,337,10,7,16,2129561774359,3,1
11,893,4,95,5,51,203,338,10,7,16,2129561774359,3,1
11,1111,4,78,5,401,203,343,10,7,16,2129561774359,3,1
24,910,4,78,5,419,203,465,18,11,15,2122146311357,4,3
5,1583,4,46,5,71,203,473,11,2,8,2123731667078,19,0
5,1273,4,141,5,372,203,476,11,2,8,2123731667078,19,0
0,860,4,95,5,287,203,484,5,3,23,2124593511982,14,0
11,581,4,46,5,179,203,490,10,7,16,2129561774359,3,1
11,1473,4,78,5,346,203,492,10,7,16,2129561774359,3,1
17,670,4,95,5,299,203,494,4,0,21,2126442882953,25,2
11,1145,4,116,5,228,203,495,10,7,16,2129561774359,3,1
11,1659,4,141,5,372,203,498,10,7,16,2129561774359,3,1
11,1309,4,130,5,366,203,499,10,7,16,2129561774359,3,1
11,939,4,95,5,287,203,508,10,7,16,2129561774359,3,1
11,1205,4,95,5,417,203,513,10,7,16,2129561774359,3,1
11,909,4,95,5,287,203,526,10,7,16,2129561774359,3,1
11,348,4,141,5,372,211,420,10,7,16,2129561774359,3,1
11,376,4,95,5,287,213,372,10,7,16,2129561774359,3,1
11,474,4,135,5,353,213,373,10,7,16,2129561774359,3,1
11,510,4,130,5,396,213,375,10,7,16,2129561774359,3,1
11,352,4,141,5,399,213,376,10,7,16,2129561774359,3,1
11,1005,4,141,5,152,213,378,10,7,16,2129561774359,3,1
11,1271,4,99,5,301,213,381,10,7,16,2129561774359,3,1
11,1382,4,141,5,186,213,384,10,7,16,2129561774359,3,1
11,1308,4,130,5,347,213,386,10,7,16,2129561774359,3,1
5,1582,4,46,5,194,232,248,11,2,8,2123731667078,19,0
11,542,4,130,5,401,232,250,10,7,16,2129561774359,3,1
11,1705,4,141,5,372,232,495,10,7,16,2129561774359,3,1
11,427,4,46,5,334,232,496,10,7,16,2129561774359,3,1
11,260,4,80,5,411,232,498,10,7,16,2129561774359,3,1
11,367,4,95,5,412,232,505,10,7,16,2129561774359,3,1
11,696,4,130,5,396,232,531,10,7,16,2129561774359,3,1
11,582,4,130,5,144,232,532,10,7,16,2129561774359,3,1
5,1585,4,130,5,214,255,588,11,2,8,2123731667078,19,0
11,1590,4,78,5,401,255,597,10,7,16,2129561774359,3,1
11,517,4,130,5,286,255,602,10,7,16,2129561774359,3,1
11,516,4,130,5,215,255,603,10,7,16,2129561774359,3,1
11,511,4,130,5,215,255,605,10,7,16,2129561774359,3,1
11,514,4,130,5,212,255,606,10,7,16,2129561774359,3,1
11,521,4,130,5,217,255,608,10,7,16,2129561774359,3,1
11,1751,4,135,5,33,255,611,10,7,16,2129561774359,3,1
5,1714,4,78,5,401,255,615,11,2,8,2123731667078,19,0
11,1466,4,80,5,300,255,617,10,7,16,2129561774359,3,1
11,273,4,46,5,425,255,618,10,7,16,2129561774359,3,1
11,1304,4,46,5,52,255,619,10,7,16,2129561774359,3,1
11,1477,4,95,5,287,255,622,10,7,16,2129561774359,3,1
11,976,4,95,5,287,255,623,10,7,16,2129561774359,3,1
11,882,4,95,5,287,255,627,10,7,16,2129561774359,3,1
11,184,4,141,5,372,255,628,10,7,16,2129561774359,3,1
11,1498,4,80,5,119,255,629,10,7,16,2129561774359,3,1
11,1610,4,80,5,129,255,631,10,7,16,2129561774359,3,1
11,502,4,95,5,287,255,634,10,7,16,2129561774359,3,1
11,1726,4,130,5,428,258,167,10,7,16,2129561774359,3,1
11,515,4,130,5,428,258,169,10,7,16,2129561774359,3,1
11,1832,4,135,5,178,258,170,10,7,16,2129561774359,3,1
11,449,4,135,5,193,258,171,10,7,16,2129561774359,3,1
11,512,4,130,5,292,258,173,10,7,16,2129561774359,3,1
11,513,4,130,5,418,258,174,10,7,16,2129561774359,3,1
11,510,4,130,5,399,258,175,10,7,16,2129561774359,3,1
11,861,4,95,5,287,258,176,10,7,16,2129561774359,3,1
11,1824,4,95,5,299,258,177,10,7,16,2129561774359,3,1
11,1476,4,95,5,420,258,178,10,7,16,2129561774359,3,1
23,1263,4,130,5,401,258,179,25,1,5,2121135897138,23,3
11,1545,4,95,5,287,267,299,10,7,16,2129561774359,3,1
24,149,4,95,5,295,267,303,18,11,15,2122146311357,4,3
23,1655,4,130,5,372,267,307,25,1,5,2121135897138,23,3
11,520,4,46,5,379,267,308,10,7,16,2129561774359,3,1
11,8,4,46,5,8,267,310,10,7,16,2129561774359,3,1
11,503,4,134,5,287,279,0,10,7,16,2129561774359,3,1
11,247,4,134,5,348,280,0,10,7,16,2129561774359,3,1
11,264,4,134,5,401,291,0,10,7,16,2129561774359,3,1
11,417,4,95,5,436,294,0,10,7,16,2129561774359,3,1
11,245,4,134,5,428,299,0,10,7,16,2129561774359,3,1
11,597,4,135,5,401,299,0,10,7,16,2129561774359,3,1
11,1547,4,134,5,428,308,0,10,7,16,2129561774359,3,1
11,129,4,20,5,401,309,0,10,7,16,2129561774359,3,1
11,1546,4,134,5,396,310,0,10,7,16,2129561774359,3,1
11,1367,4,134,5,119,312,0,10,7,16,2129561774359,3,1
5,1580,4,134,5,412,312,0,11,2,8,2123731667078,19,0
11,1366,4,134,5,119,313,0,10,7,16,2129561774359,3,1
11,417,4,95,5,436,314,526,10,7,16,2129561774359,3,1
11,597,4,135,5,401,314,542,10,7,16,2129561774359,3,1
11,264,4,135,5,401,314,647,10,7,16,2129561774359,3,1
5,1580,4,130,5,412,314,650,11,2,8,2123731667078,19,0
11,1366,4,134,5,119,316,571,10,7,16,2129561774359,3,1
11,1367,4,134,5,119,316,572,10,7,16,2129561774359,3,1
11,503,4,134,5,287,316,577,10,7,16,2129561774359,3,1
11,245,4,134,5,428,316,579,10,7,16,2129561774359,3,1
11,247,4,134,5,348,316,588,10,7,16,2129561774359,3,1
23,1025,4,134,5,346,316,593,25,1,5,2121135897138,23,3
24,1795,4,134,5,401,316,597,18,11,15,2122146311357,4,3
11,1547,4,134,5,428,316,599,10,7,16,2129561774359,3,1
11,1546,4,134,5,396,316,600,10,7,16,2129561774359,3,1
11,263,4,130,5,194,328,0,10,7,16,2129561774359,3,1
11,229,4,93,5,423,330,0,10,7,16,2129561774359,3,1
22,693,4,130,5,412,333,0,22,8,0,2124417252010,13,0
11,220,4,130,5,412,336,0,10,7,16,2129561774359,3,1
11,501,4,98,5,298,336,0,10,7,16,2129561774359,3,1
11,173,4,130,5,3,341,0,10,7,16,2129561774359,3,1
11,1478,4,130,5,333,341,0,10,7,16,2129561774359,3,1
11,263,4,130,5,194,342,414,10,7,16,2129561774359,3,1
11,499,4,53,5,42,343,0,10,7,16,2129561774359,3,1
11,938,4,95,5,299,345,0,10,7,16,2129561774359,3,1
11,1531,4,111,5,293,345,0,10,7,16,2129561774359,3,1
11,421,4,96,5,324,346,0,10,7,16,2129561774359,3,1
11,824,4,95,5,287,346,0,10,7,16,2129561774359,3,1
11,1018,4,95,5,287,347,0,10,7,16,2129561774359,3,1
11,825,4,96,5,314,347,0,10,7,16,2129561774359,3,1
11,881,4,95,5,287,348,0,10,7,16,2129561774359,3,1
11,824,4,95,5,287,348,539,10,7,16,2129561774359,3,1
11,1531,4,111,5,293,348,542,10,7,16,2129561774359,3,1
11,825,4,96,5,314,348,543,10,7,16,2129561774359,3,1
11,499,4,53,5,42,348,549,10,7,16,2129561774359,3,1
11,881,4,95,5,287,348,552,10,7,16,2129561774359,3,1
11,1018,4,95,5,287,348,553,10,7,16,2129561774359,3,1
11,421,4,96,5,324,348,568,10,7,16,2129561774359,3,1
11,501,4,98,5,298,348,596,10,7,16,2129561774359,3,1
11,229,4,93,5,423,348,611,10,7,16,2129561774359,3,1
11,1076,4,46,5,50,348,614,10,7,16,2129561774359,3,1
11,1478,4,130,5,333,348,616,10,7,16,2129561774359,3,1
11,938,4,95,5,299,348,622,10,7,16,2129561774359,3,1
11,259,4,95,5,420,348,625,10,7,16,2129561774359,3,1
11,129,4,20,5,401,348,627,10,7,16,2129561774359,3,1
11,220,4,130,5,412,348,631,10,7,16,2129561774359,3,1
22,693,4,130,5,412,348,638,22,8,0,2124417252010,13,0
11,173,4,130,5,3,348,640,10,7,16,2129561774359,3,1
11,1027,4,141,5,396,353,0,10,7,16,2129561774359,3,1
11,801,4,141,5,428,353,0,10,7,16,2129561774359,3,1
11,219,4,141,5,372,354,0,10,7,16,2129561774359,3,1
11,1328,4,130,5,346,364,0,10,7,16,2129561774359,3,1
11,1570,4,125,5,290,365,0,10,7,16,2129561774359,3,1
11,1769,4,141,5,153,366,0,10,7,16,2129561774359,3,1
11,1834,4,140,5,427,367,0,10,7,16,2129561774359,3,1
11,1514,4,141,5,372,367,0,10,7,16,2129561774359,3,1
11,1076,4,46,5,50,367,0,10,7,16,2129561774359,3,1
11,1570,4,125,5,290,369,327,10,7,16,2129561774359,3,1
11,1750,4,79,5,360,369,334,10,7,16,2129561774359,3,1
11,1514,4,141,5,372,369,336,10,7,16,2129561774359,3,1
11,219,4,141,5,372,369,338,10,7,16,2129561774359,3,1
11,1769,4,141,5,153,369,342,10,7,16,2129561774359,3,1
11,1328,4,130,5,346,369,343,10,7,16,2129561774359,3,1
11,1112,4,123,5,31,369,347,10,7,16,2129561774359,3,1
11,801,4,141,5,428,369,349,10,7,16,2129561774359,3,1
11,1027,4,141,5,396,369,351,10,7,16,2129561774359,3,1
11,1833,4,160,5,361,372,0,10,7,16,2129561774359,3,1
11,510,4,130,5,396,374,0,10,7,16,2129561774359,3,1
11,1631,4,78,5,401,375,0,10,7,16,2129561774359,3,1
11,519,4,141,5,396,376,0,10,7,16,2129561774359,3,1
11,1831,4,160,5,318,377,0,10,7,16,2129561774359,3,1
11,4,4,55,5,431,379,0,10,7,16,2129561774359,3,1
11,363,4,95,5,299,380,0,10,7,16,2129561774359,3,1
11,1071,4,97,5,287,380,0,10,7,16,2129561774359,3,1
11,915,4,95,5,299,381,0,10,7,16,2129561774359,3,1
11,510,4,141,5,55,383,0,10,7,16,2129561774359,3,1
11,1007,4,130,5,144,384,0,10,7,16,2129561774359,3,1
11,1074,4,141,5,398,384,0,10,7,16,2129561774359,3,1
11,36,4,116,5,188,385,0,10,7,16,2129561774359,3,1
11,1125,4,55,5,396,385,0,10,7,16,2129561774359,3,1
11,218,4,141,5,49,388,0,10,7,16,2129561774359,3,1
11,1826,4,95,5,287,389,0,10,7,16,2129561774359,3,1
11,1074,4,141,5,398,389,611,10,7,16,2129561774359,3,1
11,1075,4,53,5,403,389,612,10,7,16,2129561774359,3,1
11,1303,4,53,5,50,389,614,10,7,16,2129561774359,3,1
11,1826,4,95,5,287,389,615,10,7,16,2129561774359,3,1
11,1125,4,55,5,396,389,617,10,7,16,2129561774359,3,1
11,1071,4,97,5,287,389,619,10,7,16,2129561774359,3,1
11,363,4,95,5,299,389,620,10,7,16,2129561774359,3,1
11,915,4,95,5,299,389,621,10,7,16,2129561774359,3,1
11,4,4,55,5,431,389,623,10,7,16,2129561774359,3,1
11,1007,4,130,5,144,389,624,10,7,16,2129561774359,3,1
11,218,4,141,5,49,389,626,10,7,16,2129561774359,3,1
11,36,4,116,5,188,389,627,10,7,16,2129561774359,3,1
11,510,4,141,5,55,389,629,10,7,16,2129561774359,3,1
11,1631,4,78,5,401,389,630,10,7,16,2129561774359,3,1
11,1831,4,160,5,318,389,631,10,7,16,2129561774359,3,1
11,519,4,141,5,396,389,634,10,7,16,2129561774359,3,1
11,1833,4,160,5,361,389,635,10,7,16,2129561774359,3,1
11,1075,4,53,5,403,390,0,10,7,16,2129561774359,3,1
11,510,4,130,5,396,390,0,10,7,16,2129561774359,3,1
11,1834,4,140,5,427,390,2,10,7,16,2129561774359,3,1
10,430,0,73,0,104,363,640,15,5,10,2125785710374,18,2
10,834,0,57,0,98,401,516,15,5,10,2125785710374,18,2
10,864,0,141,0,400,401,521,15,5,10,2125785710374,18,2
10,1122,0,141,0,372,403,544,15,5,10,2125785710374,18,2
10,1842,0,135,0,358,407,293,15,5,10,2125785710374,18,2
10,1748,0,135,0,348,407,306,15,5,10,2125785710374,18,2
0,459,0,135,0,348,408,451,5,3,23,2124593511982,14,0
10,195,0,137,0,44,431,457,15,5,10,2125785710374,18,2
10,1031,0,137,0,349,431,461,15,5,10,2125785710374,18,2
10,1117,0,135,0,362,431,553,15,5,10,2125785710374,18,2
10,368,0,57,0,110,448,275,15,5,10,2125785710374,18,2
10,835,0,130,0,176,470,223,15,5,10,2125785710374,18,2
10,1101,0,134,0,407,470,402,15,5,10,2125785710374,18,2
10,955,0,141,0,302,470,431,15,5,10,2125785710374,18,2
10,1635,0,142,0,377,476,295,15,5,10,2125785710374,18,2
10,1526,0,141,0,385,483,37,15,5,10,2125785710374,18,2
10,1372,0,134,0,348,486,15,15,5,10,2125785710374,18,2
10,526,0,134,0,372,486,16,15,5,10,2125785710374,18,2
10,759,0,151,0,383,487,454,15,5,10,2125785710374,18,2
10,1734,0,141,0,372,492,32,15,5,10,2125785710374,18,2
10,1749,0,141,0,396,500,563,15,5,10,2125785710374,18,2
10,1840,0,151,0,105,504,625,15,5,10,2125785710374,18,2
10,1860,0,44,0,375,505,26,15,5,10,2125785710374,18,2
10,452,0,99,0,302,512,291,15,5,10,2125785710374,18,2
10,308,0,134,0,372,518,585,15,5,10,2125785710374,18,2
10,1064,0,57,0,405,518,597,15,5,10,2125785710374,18,2
10,1523,0,141,0,372,520,0,15,5,10,2125785710374,18,2
10,1030,0,134,0,346,520,14,15,5,10,2125785710374,18,2
0,795,0,139,0,358,524,604,5,3,23,2124593511982,14,0
0,1841,0,139,0,71,532,440,5,3,23,2124593511982,14,0
23,1569,0,138,0,356,532,444,25,1,5,2121135897138,23,3
23,799,0,151,0,381,535,36,25,1,5,2121135897138,23,3
10,1337,0,159,0,394,535,39,15,5,10,2125785710374,18,2
10,1448,0,141,0,372,538,56,15,5,10,2125785710374,18,2
10,868,0,141,0,381,538,267,15,5,10,2125785710374,18,2
23,1739,0,134,0,105,542,282,25,1,5,2121135897138,23,3
2,118,0,141,0,372,542,297,6,12,18,2122556657236,7,3
10,1621,0,75,0,346,548,551,15,5,10,2125785710374,18,2
0,1372,0,135,0,348,551,22,5,3,23,2124593511982,14,0
10,1697,0,151,0,372,564,591,15,5,10,2125785710374,18,2
10,761,0,141,0,372,564,594,15,5,10,2125785710374,18,2
10,1029,0,75,0,381,567,636,15,5,10,2125785710374,18,2
10,447,0,141,0,372,570,76,15,5,10,2125785710374,18,2
10,718,0,141,0,372,574,324,15,5,10,2125785710374,18,2
10,891,0,57,0,86,574,359,15,5,10,2125785710374,18,2
10,1055,0,57,0,86,575,301,15,5,10,2125785710374,18,2
10,1663,0,14,0,412,580,602,15,5,10,2125785710374,18,2
10,1684,0,145,0,346,597,45,15,5,10,2125785710374,18,2
10,1048,0,134,0,146,597,54,15,5,10,2125785710374,18,2
10,1374,0,134,0,302,597,66,15,5,10,2125785710374,18,2
10,1274,0,141,0,372,597,73,15,5,10,2125785710374,18,2
10,1277,9,57,1,299,513,508,15,5,10,2125785710374,18,2
22,947,7,80,6,160,63,260,22,8,0,2124417252010,13,0
22,1414,7,57,6,157,71,464,22,8,0,2124417252010,13,0
22,821,7,80,6,158,72,5,22,8,0,2124417252010,13,0
22,951,7,57,6,179,102,390,22,8,0,2124417252010,13,0
22,125,7,57,6,385,109,446,22,8,0,2124417252010,13,0
2,663,7,99,6,302,134,426,6,12,18,2122556657236,7,3
22,1393,7,57,6,179,144,525,22,8,0,2124417252010,13,0
22,1060,7,141,6,71,149,244,22,8,0,2124417252010,13,0
22,692,7,46,6,340,149,245,22,8,0,2124417252010,13,0
22,13,7,46,6,8,149,247,22,8,0,2124417252010,13,0
22,1090,7,46,6,83,149,249,22,8,0,2124417252010,13,0
22,536,7,141,6,389,149,251,22,8,0,2124417252010,13,0
2,1146,7,46,6,335,150,601,6,12,18,2122556657236,7,3
22,80,7,130,6,8,150,608,22,8,0,2124417252010,13,0
22,1592,7,57,6,53,150,612,22,8,0,2124417252010,13,0
22,1735,7,57,6,23,150,614,22,8,0,2124417252010,13,0
22,671,7,57,6,43,150,616,22,8,0,2124417252010,13,0
22,1827,7,57,6,38,150,617,22,8,0,2124417252010,13,0
22,1469,7,20,6,333,153,471,22,8,0,2124417252010,13,0
22,1468,7,20,6,56,153,474,22,8,0,2124417252010,13,0
22,1381,7,20,6,56,153,478,22,8,0,2124417252010,13,0
22,1521,7,46,6,341,156,482,22,8,0,2124417252010,13,0
22,1475,7,46,6,8,156,627,22,8,0,2124417252010,13,0
22,1149,7,46,6,335,158,7,22,8,0,2124417252010,13,0
22,1626,7,46,6,333,158,8,22,8,0,2124417252010,13,0
22,19,7,46,6,23,158,11,22,8,0,2124417252010,13,0
22,386,7,46,6,46,158,15,22,8,0,2124417252010,13,0
22,307,7,46,6,50,159,513,22,8,0,2124417252010,13,0
22,1341,7,46,6,23,159,514,22,8,0,2124417252010,13,0
22,210,7,46,6,23,161,303,22,8,0,2124417252010,13,0
22,1656,7,141,6,244,161,307,22,8,0,2124417252010,13,0
22,527,7,46,6,66,161,495,22,8,0,2124417252010,13,0
22,535,7,46,6,40,161,496,22,8,0,2124417252010,13,0
22,1039,7,46,6,40,161,498,22,8,0,2124417252010,13,0
22,140,7,80,6,169,165,399,22,8,0,2124417252010,13,0
22,240,7,130,6,421,166,27,22,8,0,2124417252010,13,0
22,101,7,20,6,270,166,30,22,8,0,2124417252010,13,0
22,140,7,141,6,346,167,627,22,8,0,2124417252010,13,0
22,991,7,46,6,40,169,321,22,8,0,2124417252010,13,0
22,192,7,80,6,119,170,483,22,8,0,2124417252010,13,0
22,1113,7,141,6,179,170,658,22,8,0,2124417252010,13,0
22,992,7,46,6,66,171,18,22,8,0,2124417252010,13,0
22,927,7,130,6,372,172,503,22,8,0,2124417252010,13,0
22,81,7,130,6,199,172,504,22,8,0,2124417252010,13,0
22,1538,7,135,6,348,172,541,22,8,0,2124417252010,13,0
22,100,7,46,6,23,172,543,22,8,0,2124417252010,13,0
22,208,7,46,6,336,173,441,22,8,0,2124417252010,13,0
22,1216,7,20,6,50,174,241,22,8,0,2124417252010,13,0
22,532,7,141,6,372,174,541,22,8,0,2124417252010,13,0
22,278,7,141,6,227,175,311,22,8,0,2124417252010,13,0
22,1744,7,46,6,334,175,346,22,8,0,2124417252010,13,0
22,684,7,130,6,324,175,455,22,8,0,2124417252010,13,0
22,1276,7,46,6,66,177,263,22,8,0,2124417252010,13,0
22,1288,7,46,6,58,177,265,22,8,0,2124417252010,13,0
22,832,7,20,6,203,178,569,22,8,0,2124417252010,13,0
2,454,7,99,6,346,179,345,6,12,18,2122556657236,7,3
22,1106,7,46,6,63,181,207,22,8,0,2124417252010,13,0
22,104,7,20,6,197,187,202,22,8,0,2124417252010,13,0
22,90,7,130,6,197,187,208,22,8,0,2124417252010,13,0
22,1102,7,99,6,346,187,263,22,8,0,2124417252010,13,0
22,1162,7,46,6,346,187,265,22,8,0,2124417252010,13,0
22,165,7,46,6,149,187,268,22,8,0,2124417252010,13,0
22,1163,7,80,6,256,187,270,22,8,0,2124417252010,13,0
22,1813,7,80,6,346,187,275,22,8,0,2124417252010,13,0
22,586,7,57,6,346,187,621,22,8,0,2124417252010,13,0
22,1578,7,130,6,367,188,472,22,8,0,2124417252010,13,0
22,1093,7,80,6,119,189,587,22,8,0,2124417252010,13,0
22,99,7,135,6,346,190,317,22,8,0,2124417252010,13,0
22,258,7,46,6,333,192,572,22,8,0,2124417252010,13,0
22,1552,7,57,6,53,193,554,22,8,0,2124417252010,13,0
22,182,7,46,6,335,193,556,22,8,0,2124417252010,13,0
22,1804,7,141,6,346,193,575,22,8,0,2124417252010,13,0
22,1746,7,46,6,239,198,498,22,8,0,2124417252010,13,0
22,1541,7,141,6,281,198,499,22,8,0,2124417252010,13,0
22,1792,7,46,6,34,198,500,22,8,0,2124417252010,13,0
22,1718,7,141,6,372,198,502,22,8,0,2124417252010,13,0
22,1864,7,46,6,199,198,503,22,8,0,2124417252010,13,0
22,0,7,46,6,203,202,217,22,8,0,2124417252010,13,0
22,926,7,20,6,197,204,403,22,8,0,2124417252010,13,0
22,86,7,130,6,197,204,405,22,8,0,2124417252010,13,0
22,333,7,80,6,130,204,406,22,8,0,2124417252010,13,0
22,916,7,80,6,172,205,359,22,8,0,2124417252010,13,0
22,5,7,46,6,78,206,106,22,8,0,2124417252010,13,0
22,1854,7,46,6,335,206,425,22,8,0,2124417252010,13,0
22,587,7,46,6,23,206,475,22,8,0,2124417252010,13,0
22,585,7,141,6,372,210,234,22,8,0,2124417252010,13,0
22,6,7,46,6,346,211,303,22,8,0,2124417252010,13,0
22,127,7,99,6,302,211,370,22,8,0,2124417252010,13,0
22,657,7,116,6,197,211,373,22,8,0,2124417252010,13,0
22,1001,7,46,6,40,211,387,22,8,0,2124417252010,13,0
22,655,7,99,6,207,211,521,22,8,0,2124417252010,13,0
22,865,7,141,6,385,211,523,22,8,0,2124417252010,13,0
22,391,7,99,6,302,211,535,22,8,0,2124417252010,13,0
22,1105,7,99,6,302,211,536,22,8,0,2124417252010,13,0
22,749,7,141,6,179,211,541,22,8,0,2124417252010,13,0
22,1204,7,46,6,334,211,543,22,8,0,2124417252010,13,0
22,42,7,46,6,346,211,551,22,8,0,2124417252010,13,0
22,102,7,46,6,220,211,608,22,8,0,2124417252010,13,0
22,455,7,46,6,8,214,197,22,8,0,2124417252010,13,0
22,167,7,130,6,274,219,634,22,8,0,2124417252010,13,0
22,168,7,80,6,234,219,635,22,8,0,2124417252010,13,0
22,742,7,20,6,23,219,636,22,8,0,2124417252010,13,0
22,169,7,46,6,346,219,638,22,8,0,2124417252010,13,0
22,170,7,46,6,40,219,639,22,8,0,2124417252010,13,0
22,198,7,99,6,207,220,468,22,8,0,2124417252010,13,0
22,538,7,141,6,372,224,526,22,8,0,2124417252010,13,0
22,92,7,130,6,8,225,163,22,8,0,2124417252010,13,0
22,84,7,130,6,197,226,191,22,8,0,2124417252010,13,0
22,926,7,130,6,197,226,192,22,8,0,2124417252010,13,0
22,1283,7,80,6,248,226,391,22,8,0,2124417252010,13,0
22,1284,7,99,6,259,226,392,22,8,0,2124417252010,13,0
22,702,7,80,6,288,227,164,22,8,0,2124417252010,13,0
22,856,7,99,6,259,227,165,22,8,0,2124417252010,13,0
22,1460,7,46,6,218,227,200,22,8,0,2124417252010,13,0
5,271,7,46,6,23,227,619,11,2,8,2123731667078,19,0
22,272,7,46,6,30,229,457,22,8,0,2124417252010,13,0
22,1511,7,46,6,203,229,460,22,8,0,2124417252010,13,0
22,716,7,135,6,352,229,476,22,8,0,2124417252010,13,0
22,95,7,46,6,8,229,478,22,8,0,2124417252010,13,0
22,1623,7,46,6,40,231,649,22,8,0,2124417252010,13,0
22,1593,7,57,6,50,231,657,22,8,0,2124417252010,13,0
22,654,7,46,6,8,231,658,22,8,0,2124417252010,13,0
22,1470,7,46,6,34,231,660,22,8,0,2124417252010,13,0
22,500,7,57,6,66,234,421,22,8,0,2124417252010,13,0
22,983,7,46,6,8,235,165,22,8,0,2124417252010,13,0
22,531,7,141,6,372,236,311,22,8,0,2124417252010,13,0
22,858,7,141,6,372,236,346,22,8,0,2124417252010,13,0
22,483,7,57,6,412,238,212,22,8,0,2124417252010,13,0
22,136,7,46,6,40,240,203,22,8,0,2124417252010,13,0
22,139,7,130,6,346,241,337,22,8,0,2124417252010,13,0
22,703,7,80,6,257,241,555,22,8,0,2124417252010,13,0
22,78,7,130,6,274,242,300,22,8,0,2124417252010,13,0
22,334,7,99,6,302,242,646,22,8,0,2124417252010,13,0
22,598,7,141,6,372,244,410,22,8,0,2124417252010,13,0
22,781,7,46,6,30,244,422,22,8,0,2124417252010,13,0
22,1540,7,141,6,375,245,559,22,8,0,2124417252010,13,0
22,1339,7,46,6,40,246,529,22,8,0,2124417252010,13,0
22,1700,7,46,6,23,247,349,22,8,0,2124417252010,13,0
22,669,7,116,6,323,249,33,22,8,0,2124417252010,13,0
22,529,7,135,6,317,251,468,22,8,0,2124417252010,13,0
22,1619,7,95,6,202,252,444,22,8,0,2124417252010,13,0
22,143,7,46,6,303,252,639,22,8,0,2124417252010,13,0
22,668,7,80,6,258,252,642,22,8,0,2124417252010,13,0
22,920,7,130,6,197,255,344,22,8,0,2124417252010,13,0
22,82,7,130,6,197,255,345,22,8,0,2124417252010,13,0
22,1499,7,130,6,401,256,635,22,8,0,2124417252010,13,0
22,1082,7,46,6,23,258,195,22,8,0,2124417252010,13,0
22,1262,7,116,6,197,259,210,22,8,0,2124417252010,13,0
22,241,7,116,6,419,260,177,22,8,0,2124417252010,13,0
22,497,7,46,6,40,261,453,22,8,0,2124417252010,13,0
22,237,7,46,6,8,261,464,22,8,0,2124417252010,13,0
22,138,7,20,6,263,261,478,22,8,0,2124417252010,13,0
22,134,7,80,6,231,262,350,22,8,0,2124417252010,13,0
22,1717,7,141,6,375,262,552,22,8,0,2124417252010,13,0
22,133,7,99,6,302,263,273,22,8,0,2124417252010,13,0
22,191,7,46,6,66,265,429,22,8,0,2124417252010,13,0
22,1558,7,46,6,334,267,609,22,8,0,2124417252010,13,0
22,1104,7,46,6,8,267,632,22,8,0,2124417252010,13,0
22,190,7,116,6,419,268,315,22,8,0,2124417252010,13,0
22,122,7,99,6,260,273,235,22,8,0,2124417252010,13,0
22,1103,7,80,6,121,273,244,22,8,0,2124417252010,13,0
22,1148,7,116,6,147,273,246,22,8,0,2124417252010,13,0
22,933,7,57,6,389,274,360,22,8,0,2124417252010,13,0
5,1586,7,116,6,197,274,622,11,2,8,2123731667078,19,0
22,1529,7,99,6,302,277,360,22,8,0,2124417252010,13,0
22,1529,7,99,6,302,277,403,22,8,0,2124417252010,13,0
5,1576,7,46,6,305,281,360,11,2,8,2123731667078,19,0
22,1353,7,46,6,66,281,425,22,8,0,2124417252010,13,0
22,1379,7,141,6,71,281,504,22,8,0,2124417252010,13,0
22,105,7,46,6,306,281,508,22,8,0,2124417252010,13,0
22,1560,7,46,6,8,285,200,22,8,0,2124417252010,13,0
22,20,7,80,6,230,285,641,22,8,0,2124417252010,13,0
22,674,7,80,6,158,286,628,22,8,0,2124417252010,13,0
22,141,7,80,6,121,286,629,22,8,0,2124417252010,13,0
22,590,7,46,6,8,287,558,22,8,0,2124417252010,13,0
22,1505,7,130,6,412,288,401,22,8,0,2124417252010,13,0
22,1147,7,116,6,282,288,402,22,8,0,2124417252010,13,0
22,798,7,57,6,274,291,440,22,8,0,2124417252010,13,0
22,620,7,46,6,66,291,612,22,8,0,2124417252010,13,0
22,1100,7,46,6,40,293,265,22,8,0,2124417252010,13,0
22,1853,7,46,6,60,293,525,22,8,0,2124417252010,13,0
22,1217,7,46,6,222,293,526,22,8,0,2124417252010,13,0
22,1316,7,46,6,262,295,552,22,8,0,2124417252010,13,0
22,121,7,141,6,389,295,560,22,8,0,2124417252010,13,0
22,1219,7,20,6,250,295,561,22,8,0,2124417252010,13,0
22,1691,7,141,6,372,295,587,22,8,0,2124417252010,13,0
22,29,7,57,6,23,296,2,22,8,0,2124417252010,13,0
22,1352,7,99,6,260,296,591,22,8,0,2124417252010,13,0
